"Drug Name","Manufacturer","Dosage Form","Strength","Package Size","Units Sold","Revenue","Sale Date","Region","Sales Representative","Customer Type","Month","Quarter","Revenue Category","Target Multiplier","Target Revenue","Achievement Percentage","Performance Status"
"Drug E","Company Y","Tablet","500 mg","100 ml","824","49294","2023-12-23 00:00:00","North America","Jeffery Tran","Clinics","Dec","Q4","High","1.2","59152.8","0.8333","Below Target"
"Drug A","Company W","Cream","250 mg","100 ml","1964","33741","2024-07-21 00:00:00","North America","Christopher Jones","Online Pharmacy","Jul","Q3","Medium","1.2","40489.2","0.8333","Below Target"
"Drug B","Company W","Tablet","50 mg","50 g","1091","46316","2024-04-21 00:00:00","Asia","Annette Snyder","Clinics","Apr","Q2","High","0.95","44000.2","1.0526","Achieved"
"Drug A","Company Z","Tablet","100 mg/ml","10 ml","247","35441","2023-10-07 00:00:00","South America","Erika Reed","Online Pharmacy","Oct","Q4","Medium","1.1","38985.1","0.9091","Below Target"
"Drug D","Company V","Capsule","100 mg/ml","60","1598","4074","2023-08-18 00:00:00","Europe","Daniel Lee","Hospitals","Aug","Q3","Low","1.1","4481.4","0.9091","Below Target"
"Drug A","Company X","Capsule","50 mg","50 g","679","22164","2023-11-12 00:00:00","Africa","Nicholas Carey","Pharmacy","Nov","Q4","Medium","0.9","19947.6","1.1111","Achieved"
"Drug E","Company V","Injection","250 mg","30","1521","35865","2024-02-22 00:00:00","Europe","Teresa Lewis","Clinics","Feb","Q1","Medium","1.1","39451.5","0.9091","Below Target"
"Drug C","Company W","Tablet","250 mg","60","347","25965","2024-05-10 00:00:00","Africa","Alyssa Craig","Clinics","May","Q2","Medium","0.9","23368.5","1.1111","Achieved"
"Drug A","Company Y","Injection","10 mg","100 ml","740","37678","2024-06-30 00:00:00","Asia","Chris Wise","Clinics","Jun","Q2","Medium","0.95","35794.1","1.0526","Achieved"
"Drug B","Company V","Tablet","100 mg/ml","60","872","10189","2024-03-11 00:00:00","Asia","Keith Burton","Online Pharmacy","Mar","Q1","Low","0.95","9679.55","1.0526","Achieved"
"Drug E","Company Y","Cream","10 mg","10 ml","449","18843","2024-04-24 00:00:00","South America","Susan Ellison","Pharmacy","Apr","Q2","Low","1.1","20727.3","0.9091","Below Target"
"Drug B","Company Z","Syrup","500 mg","100 ml","1835","37032","2024-06-25 00:00:00","South America","Margaret Duncan","Clinics","Jun","Q2","Medium","1.1","40735.2","0.9091","Below Target"
"Drug B","Company Y","Cream","10 mg","30","413","38333","2024-06-13 00:00:00","Europe","Jennifer Nelson","Clinics","Jun","Q2","Medium","1.1","42166.3","0.9091","Below Target"
"Drug D","Company V","Syrup","500 mg","30","913","42870","2023-09-17 00:00:00","North America","Donna Peters","Clinics","Sep","Q3","High","1.2","51444.0","0.8333","Below Target"
"Drug C","Company Z","Cream","250 mg","100 ml","1075","45857","2024-03-04 00:00:00","Asia","Michael Palmer","Supermarkets","Mar","Q1","High","0.95","43564.15","1.0526","Achieved"
"Drug D","Company X","Syrup","10 mg","30","1600","21517","2024-06-22 00:00:00","South America","Daniel Collins","Hospitals","Jun","Q2","Medium","1.1","23668.7","0.9091","Below Target"
"Drug B","Company W","Injection","250 mg","10 ml","576","40961","2023-12-19 00:00:00","Asia","Ms. Alexis Robertson","Supermarkets","Dec","Q4","High","0.95","38912.95","1.0526","Achieved"
"Drug A","Company V","Syrup","100 mg/ml","30","1265","32484","2023-12-13 00:00:00","Africa","Stephen Reed","Pharmacy","Dec","Q4","Medium","0.9","29235.6","1.1111","Achieved"
"Drug A","Company V","Cream","100 mg/ml","10 ml","529","6114","2024-06-30 00:00:00","Africa","Joshua Hebert","Pharmacy","Jun","Q2","Low","0.9","5502.6","1.1111","Achieved"
"Drug A","Company V","Syrup","500 mg","100 ml","424","36660","2023-11-15 00:00:00","North America","Anthony King","Pharmacy","Nov","Q4","Medium","1.2","43992.0","0.8333","Below Target"
"Drug A","Company Z","Injection","50 mg","60","1902","4193","2024-02-18 00:00:00","Asia","Amy Bentley","Online Pharmacy","Feb","Q1","Low","0.95","3983.35","1.0526","Achieved"
"Drug A","Company W","Injection","100 mg/ml","60","1560","33167","2024-01-05 00:00:00","Asia","Lori Cole","Pharmacy","Jan","Q1","Medium","0.95","31508.65","1.0526","Achieved"
"Drug E","Company Z","Capsule","10 mg","60","375","13847","2023-09-11 00:00:00","South America","Jesse Choi","Clinics","Sep","Q3","Low","1.1","15231.7","0.9091","Below Target"
"Drug C","Company X","Cream","10 mg","10 ml","1663","47873","2024-04-12 00:00:00","North America","Vanessa Watson","Clinics","Apr","Q2","High","1.2","57447.6","0.8333","Below Target"
"Drug D","Company W","Cream","100 mg/ml","100 ml","997","34888","2024-04-24 00:00:00","Europe","Brian Cole","Online Pharmacy","Apr","Q2","Medium","1.1","38376.8","0.9091","Below Target"
"Drug A","Company W","Tablet","10 mg","60","1718","35098","2023-11-09 00:00:00","South America","Joshua Johnson","Pharmacy","Nov","Q4","Medium","1.1","38607.8","0.9091","Below Target"
"Drug E","Company Y","Injection","250 mg","10 ml","324","15547","2024-02-14 00:00:00","South America","Anne Coleman","Supermarkets","Feb","Q1","Low","1.1","17101.7","0.9091","Below Target"
"Drug A","Company W","Tablet","500 mg","60","1929","15465","2024-07-18 00:00:00","Asia","Melanie Mccoy DDS","Clinics","Jul","Q3","Low","0.95","14691.75","1.0526","Achieved"
"Drug D","Company Z","Injection","100 mg/ml","10 ml","1206","44930","2024-02-04 00:00:00","Africa","William Blackburn","Online Pharmacy","Feb","Q1","High","0.9","40437.0","1.1111","Achieved"
"Drug D","Company X","Capsule","10 mg","60","1937","16796","2024-01-18 00:00:00","Europe","Alyssa Harvey","Hospitals","Jan","Q1","Low","1.1","18475.6","0.9091","Below Target"
"Drug D","Company Z","Cream","50 mg","100 ml","1705","9606","2023-11-30 00:00:00","Asia","Jack Carpenter","Supermarkets","Nov","Q4","Low","0.95","9125.7","1.0526","Achieved"
"Drug C","Company X","Cream","250 mg","100 ml","938","21278","2023-07-29 00:00:00","South America","Robert Gordon","Pharmacy","Jul","Q3","Medium","1.1","23405.8","0.9091","Below Target"
"Drug B","Company V","Tablet","50 mg","100 ml","1566","25494","2023-08-29 00:00:00","South America","Dawn Bryant","Online Pharmacy","Aug","Q3","Medium","1.1","28043.4","0.9091","Below Target"
"Drug D","Company X","Injection","50 mg","30","1644","23908","2023-12-26 00:00:00","South America","Darren Lowe","Supermarkets","Dec","Q4","Medium","1.1","26298.8","0.9091","Below Target"
"Drug B","Company V","Injection","10 mg","30","765","37749","2023-11-13 00:00:00","South America","Anna Page","Pharmacy","Nov","Q4","Medium","1.1","41523.9","0.9091","Below Target"
"Drug D","Company Z","Syrup","100 mg/ml","50 g","946","40826","2024-01-05 00:00:00","South America","Eric Wolf","Clinics","Jan","Q1","High","1.1","44908.6","0.9091","Below Target"
"Drug D","Company V","Syrup","250 mg","60","399","2187","2024-03-15 00:00:00","Asia","Leslie Chapman","Clinics","Mar","Q1","Low","0.95","2077.65","1.0526","Achieved"
"Drug A","Company W","Cream","250 mg","60","1193","37828","2023-12-29 00:00:00","Africa","Margaret Davies","Pharmacy","Dec","Q4","Medium","0.9","34045.2","1.1111","Achieved"
"Drug D","Company Y","Capsule","10 mg","100 ml","187","42709","2024-04-05 00:00:00","North America","Nancy Woods","Hospitals","Apr","Q2","High","1.2","51250.8","0.8333","Below Target"
"Drug B","Company Y","Syrup","10 mg","10 ml","1360","35945","2023-09-08 00:00:00","Africa","Samuel Peterson","Pharmacy","Sep","Q3","Medium","0.9","32350.5","1.1111","Achieved"
"Drug B","Company W","Injection","250 mg","60","872","22950","2024-02-11 00:00:00","Europe","Donald Kennedy","Supermarkets","Feb","Q1","Medium","1.1","25245.0","0.9091","Below Target"
"Drug B","Company X","Tablet","50 mg","100 ml","537","44378","2023-09-21 00:00:00","Africa","Olivia Smith","Online Pharmacy","Sep","Q3","High","0.9","39940.2","1.1111","Achieved"
"Drug E","Company Y","Cream","100 mg/ml","50 g","696","49562","2024-02-20 00:00:00","South America","Gloria Curry","Online Pharmacy","Feb","Q1","High","1.1","54518.2","0.9091","Below Target"
"Drug A","Company Y","Cream","50 mg","60","357","35849","2024-05-06 00:00:00","North America","Rachel Donaldson","Online Pharmacy","May","Q2","Medium","1.2","43018.8","0.8333","Below Target"
"Drug B","Company V","Syrup","250 mg","100 ml","1179","43406","2023-12-25 00:00:00","Africa","Mark Johnston","Hospitals","Dec","Q4","High","0.9","39065.4","1.1111","Achieved"
"Drug B","Company W","Capsule","100 mg/ml","10 ml","1352","41492","2024-03-22 00:00:00","South America","Danny Porter","Hospitals","Mar","Q1","High","1.1","45641.2","0.9091","Below Target"
"Drug B","Company Z","Tablet","250 mg","100 ml","1691","17378","2024-05-27 00:00:00","South America","Tracy Russell","Clinics","May","Q2","Low","1.1","19115.8","0.9091","Below Target"
"Drug E","Company W","Capsule","50 mg","10 ml","680","37383","2023-09-22 00:00:00","North America","Matthew Medina","Supermarkets","Sep","Q3","Medium","1.2","44859.6","0.8333","Below Target"
"Drug E","Company Y","Syrup","50 mg","50 g","971","22075","2023-11-18 00:00:00","Europe","Erin Molina","Pharmacy","Nov","Q4","Medium","1.1","24282.5","0.9091","Below Target"
"Drug E","Company Y","Tablet","50 mg","50 g","1321","26875","2024-04-28 00:00:00","South America","Ronald Owens","Clinics","Apr","Q2","Medium","1.1","29562.5","0.9091","Below Target"
"Drug D","Company Z","Capsule","500 mg","100 ml","1134","12807","2023-09-27 00:00:00","North America","Lori Russo","Pharmacy","Sep","Q3","Low","1.2","15368.4","0.8333","Below Target"
"Drug B","Company W","Injection","500 mg","100 ml","163","36531","2024-04-13 00:00:00","North America","Katherine Doyle","Online Pharmacy","Apr","Q2","Medium","1.2","43837.2","0.8333","Below Target"
"Drug C","Company V","Injection","250 mg","10 ml","641","19362","2023-08-24 00:00:00","Asia","Matthew Thompson","Pharmacy","Aug","Q3","Low","0.95","18393.9","1.0526","Achieved"
"Drug C","Company X","Injection","100 mg/ml","100 ml","1114","46343","2024-02-29 00:00:00","North America","Travis Goodman","Hospitals","Feb","Q1","High","1.2","55611.6","0.8333","Below Target"
"Drug A","Company X","Tablet","500 mg","100 ml","1128","25909","2023-08-23 00:00:00","North America","Emily Alexander","Clinics","Aug","Q3","Medium","1.2","31090.8","0.8333","Below Target"
"Drug B","Company X","Syrup","100 mg/ml","100 ml","455","19258","2023-12-24 00:00:00","North America","Susan Arroyo","Clinics","Dec","Q4","Low","1.2","23109.6","0.8333","Below Target"
"Drug C","Company Z","Capsule","50 mg","10 ml","1660","1292","2023-12-25 00:00:00","North America","Douglas Holloway","Clinics","Dec","Q4","Low","1.2","1550.4","0.8333","Below Target"
"Drug C","Company X","Tablet","100 mg/ml","50 g","582","6514","2024-06-06 00:00:00","South America","Christina Mata","Supermarkets","Jun","Q2","Low","1.1","7165.4","0.9091","Below Target"
"Drug A","Company W","Injection","100 mg/ml","60","716","7865","2023-10-13 00:00:00","North America","Christopher Miranda","Hospitals","Oct","Q4","Low","1.2","9438.0","0.8333","Below Target"
"Drug E","Company X","Syrup","500 mg","50 g","200","15045","2024-06-20 00:00:00","Europe","Ms. Olivia Murray","Supermarkets","Jun","Q2","Low","1.1","16549.5","0.9091","Below Target"
"Drug E","Company Y","Capsule","500 mg","30","151","13928","2024-01-15 00:00:00","Europe","Kimberly Miller","Pharmacy","Jan","Q1","Low","1.1","15320.8","0.9091","Below Target"
"Drug D","Company Z","Injection","500 mg","60","1084","10084","2023-10-26 00:00:00","North America","Thomas Tran","Online Pharmacy","Oct","Q4","Low","1.2","12100.8","0.8333","Below Target"
"Drug C","Company V","Injection","250 mg","60","369","27023","2024-07-05 00:00:00","South America","Holly Jones","Clinics","Jul","Q3","Medium","1.1","29725.3","0.9091","Below Target"
"Drug C","Company Y","Tablet","500 mg","30","1689","42571","2023-09-02 00:00:00","North America","Joshua Jackson","Online Pharmacy","Sep","Q3","High","1.2","51085.2","0.8333","Below Target"
"Drug D","Company Z","Capsule","250 mg","30","1435","33459","2023-11-13 00:00:00","North America","Sara Sullivan","Hospitals","Nov","Q4","Medium","1.2","40150.8","0.8333","Below Target"
"Drug E","Company Z","Injection","50 mg","50 g","433","5852","2023-11-19 00:00:00","Asia","Jeffrey Bruce","Supermarkets","Nov","Q4","Low","0.95","5559.4","1.0526","Achieved"
"Drug A","Company Z","Cream","500 mg","50 g","425","30089","2024-02-25 00:00:00","South America","Mark Newman","Pharmacy","Feb","Q1","Medium","1.1","33097.9","0.9091","Below Target"
"Drug C","Company V","Tablet","50 mg","60","1331","23249","2024-07-18 00:00:00","Europe","Michael Gonzalez","Clinics","Jul","Q3","Medium","1.1","25573.9","0.9091","Below Target"
"Drug D","Company Y","Tablet","500 mg","50 g","700","14747","2023-09-21 00:00:00","Asia","John Sloan","Online Pharmacy","Sep","Q3","Low","0.95","14009.65","1.0526","Achieved"
"Drug A","Company Z","Capsule","250 mg","60","1290","26612","2023-08-04 00:00:00","Africa","Mark Phillips","Hospitals","Aug","Q3","Medium","0.9","23950.8","1.1111","Achieved"
"Drug C","Company X","Tablet","10 mg","30","1697","22505","2023-12-15 00:00:00","Asia","Kristina Shepard","Clinics","Dec","Q4","Medium","0.95","21379.75","1.0526","Achieved"
"Drug B","Company Y","Capsule","50 mg","60","1435","12698","2024-01-28 00:00:00","Asia","Paul Garcia","Supermarkets","Jan","Q1","Low","0.95","12063.1","1.0526","Achieved"
"Drug C","Company Y","Tablet","250 mg","50 g","676","37974","2024-03-13 00:00:00","Asia","Colleen Proctor","Supermarkets","Mar","Q1","Medium","0.95","36075.3","1.0526","Achieved"
"Drug E","Company V","Tablet","500 mg","10 ml","1529","37893","2024-05-26 00:00:00","Europe","Frank Lara","Clinics","May","Q2","Medium","1.1","41682.3","0.9091","Below Target"
"Drug C","Company V","Capsule","10 mg","10 ml","1904","47774","2024-06-13 00:00:00","Africa","Richard Wilson","Pharmacy","Jun","Q2","High","0.9","42996.6","1.1111","Achieved"
"Drug D","Company Y","Injection","100 mg/ml","60","274","36990","2024-02-18 00:00:00","Europe","Christopher Sutton","Supermarkets","Feb","Q1","Medium","1.1","40689.0","0.9091","Below Target"
"Drug B","Company Z","Cream","50 mg","10 ml","974","13263","2024-07-12 00:00:00","Asia","Andrew Simpson","Clinics","Jul","Q3","Low","0.95","12599.85","1.0526","Achieved"
"Drug C","Company Y","Syrup","100 mg/ml","30","1169","30037","2024-04-17 00:00:00","Asia","Heather Butler","Online Pharmacy","Apr","Q2","Medium","0.95","28535.15","1.0526","Achieved"
"Drug C","Company Y","Capsule","500 mg","10 ml","1922","30322","2023-10-23 00:00:00","Asia","Suzanne Hopkins DVM","Supermarkets","Oct","Q4","Medium","0.95","28805.9","1.0526","Achieved"
"Drug B","Company V","Syrup","100 mg/ml","60","1656","2052","2024-07-19 00:00:00","Europe","Spencer Bird","Hospitals","Jul","Q3","Low","1.1","2257.2","0.9091","Below Target"
"Drug D","Company V","Tablet","500 mg","30","999","1790","2024-06-11 00:00:00","Europe","John Weaver","Pharmacy","Jun","Q2","Low","1.1","1969.0","0.9091","Below Target"
"Drug D","Company Y","Cream","500 mg","10 ml","1027","5568","2024-03-17 00:00:00","Europe","Anthony Mclean MD","Online Pharmacy","Mar","Q1","Low","1.1","6124.8","0.9091","Below Target"
"Drug C","Company Z","Tablet","250 mg","100 ml","202","35739","2024-03-19 00:00:00","Asia","Wendy Shepherd","Supermarkets","Mar","Q1","Medium","0.95","33952.05","1.0526","Achieved"
"Drug C","Company Y","Capsule","100 mg/ml","100 ml","868","39318","2024-03-05 00:00:00","North America","Erica Patterson","Supermarkets","Mar","Q1","Medium","1.2","47181.6","0.8333","Below Target"
"Drug C","Company Z","Cream","100 mg/ml","30","783","7230","2023-08-07 00:00:00","North America","Justin Li","Pharmacy","Aug","Q3","Low","1.2","8676.0","0.8333","Below Target"
"Drug A","Company Y","Tablet","100 mg/ml","60","624","39173","2024-03-27 00:00:00","Europe","George Reyes","Pharmacy","Mar","Q1","Medium","1.1","43090.3","0.9091","Below Target"
"Drug A","Company Z","Tablet","50 mg","30","144","31678","2024-02-02 00:00:00","South America","Stephen Day DDS","Online Pharmacy","Feb","Q1","Medium","1.1","34845.8","0.9091","Below Target"
"Drug B","Company X","Injection","50 mg","10 ml","1705","3950","2024-02-02 00:00:00","North America","James Roberson","Pharmacy","Feb","Q1","Low","1.2","4740.0","0.8333","Below Target"
"Drug A","Company Y","Injection","50 mg","100 ml","1435","11503","2024-01-29 00:00:00","North America","Tanya Thompson","Pharmacy","Jan","Q1","Low","1.2","13803.6","0.8333","Below Target"
"Drug D","Company Y","Tablet","50 mg","50 g","1882","23935","2023-10-16 00:00:00","North America","Allison Bennett","Clinics","Oct","Q4","Medium","1.2","28722.0","0.8333","Below Target"
"Drug C","Company W","Injection","100 mg/ml","100 ml","1018","42507","2024-07-13 00:00:00","Europe","Adam Jones","Hospitals","Jul","Q3","High","1.1","46757.7","0.9091","Below Target"
"Drug E","Company V","Capsule","500 mg","100 ml","1895","40085","2023-10-19 00:00:00","North America","Monique Morton","Hospitals","Oct","Q4","High","1.2","48102.0","0.8333","Below Target"
"Drug C","Company X","Cream","250 mg","50 g","634","27518","2023-08-31 00:00:00","South America","Audrey Neal","Pharmacy","Aug","Q3","Medium","1.1","30269.8","0.9091","Below Target"
"Drug B","Company Z","Capsule","100 mg/ml","50 g","598","44610","2023-08-01 00:00:00","North America","Scott Williams","Supermarkets","Aug","Q3","High","1.2","53532.0","0.8333","Below Target"
"Drug A","Company Y","Injection","50 mg","60","1619","35793","2024-07-15 00:00:00","North America","Darryl Rivera","Online Pharmacy","Jul","Q3","Medium","1.2","42951.6","0.8333","Below Target"
"Drug B","Company X","Syrup","100 mg/ml","100 ml","359","36979","2023-12-06 00:00:00","North America","Molly Adams","Clinics","Dec","Q4","Medium","1.2","44374.8","0.8333","Below Target"
"Drug E","Company Y","Cream","50 mg","100 ml","1502","12221","2023-11-24 00:00:00","Europe","Michele Vance","Clinics","Nov","Q4","Low","1.1","13443.1","0.9091","Below Target"
"Drug C","Company W","Tablet","250 mg","30","1552","11238","2024-04-26 00:00:00","Asia","John Anthony","Online Pharmacy","Apr","Q2","Low","0.95","10676.1","1.0526","Achieved"
"Drug C","Company W","Capsule","50 mg","10 ml","1152","39119","2024-04-26 00:00:00","North America","Joseph Smith","Clinics","Apr","Q2","Medium","1.2","46942.8","0.8333","Below Target"
